,Unnamed: 0,Rank_x,Age Rank,Results,Target,Age_x,First,Last,City_x,Loc,Finishes,Place,City_y,Unnamed: 4,Age_y,Gender,GP,Time,Rank_y,Unnamed: 10,Unnamed: 0.1,Unnamed: 5,Target_Seconds,Time_Seconds
332,17,59.70%,71.70%,11,5:41:11,M30-39,Aaron,Duncan,Springfield,MO,,29,Springfield,MO,31,M,18,5:20:14,59.23,,,,20471,19214
333,18,69.10%,83.40%,15,5:47:15,F50-59,Alison,Hester,Mountain Home,AR,2.0,30,Mountain Home,AR,52,F,12,5:31:43,69.06,,,,20835,19903
334,19,68.50%,78.60%,11,5:50:21,F40-49,Andrea,Earlywine,Columbia,MO,,21,Columbia,MO,44,F,9,4:53:31,69.88,,,,21021,17611
335,20,68.40%,74.30%,10,5:50:33,F40-49,Tamica,Kenyon,Harrison,AR,,7,Harrison,AR,47,F,2,4:13:12,71.21,,,,21033,15192
336,21,56.70%,95.60%,17,5:59:07,M70+,Richard,Hester,Mountain Home,AR,2.0,31,Mountain Home,AR,72,M,19,5:36:26,56.7,,,,21547,20186
337,22,56.60%,74.00%,30,5:59:49,M60-69,Lionel,Burnett,Fort Smith,AR,,24,Fort Smith,AR,61,M,15,4:55:44,56.83,,,,21589,17744
338,23,63.90%,80.50%,10,6:15:14,F40-49,Michelle,Teti,columbia,MO,,20,columbia,MO,47,F,8,4:53:31,65.89,,,,22514,17611
339,24,63.30%,72.80%,11,6:19:09,F50-59,Becka,Gartner,Hot Srings,AR,1.0,33,Hot Srings,AR,51,F,13,5:48:06,64.01,,,,22749,20886
340,25,53.30%,58.70%,2,6:22:19,M40-49,Andrew,Hocking,Springfield,IL,,19,Springfield,IL,40,M,12,4:50:43,59.16,,,,22939,17443
341,26,51.40%,,1,6:36:27,M40-49,Danny,Harris,Bryant,AR,,37,Bryant,AR,42,M,21,6:15:01,53.18,,,,23787,22501
342,27,60.40%,67.50%,3,6:36:54,F40-49,Kim,McAllister,Hot Springs,AR,,34,Hot Springs,AR,49,F,14,5:48:06,60.8,,,,23814,20886
343,28,59.70%,84.80%,16,6:42:05,F50-59,Connie,Schaef,Wichita,KS,1.0,42,Wichita,KS,57,F,21,7:40:11,59.36,,,,24125,27611
344,29,59.20%,80.90%,24,6:45:29,F60-69,Penny,Schmeidler,Pratt,KS,1.0,35,Pratt,KS,60,F,15,5:57:51,59.6,,,,24329,21471
345,30,56.90%,70.30%,9,7:01:18,F50-59,Carol,Graves,Hot Springs,AR,1.0,41,,,52,F,20,7:15:18,57.01,,,,25278,26118
346,31,56.40%,80.30%,14,7:05:02,F60-69,Sheri,Nicholls,Huntington,AR,,39,Huntington,AR,61,F,18,6:26:47,57.0,,,,25502,23207
347,32,54.60%,63.80%,17,7:19:21,F50-59,Krista,Buck,El Dorado,AR,,36,El Dorado,AR,54,F,16,6:05:54,55.37,,,,26361,21954
348,33,52.10%,,1,7:40:16,F50-59,Cindy,Stevens,RATCLIFF,AR,,38,RATCLIFF,AR,56,F,17,6:26:47,58.49,,,,27616,23207
349,0,95.80%,94.80%,8,7:17:19,M30-39,Michael,Demarco,Baton Rouge,LA,,2,Baton Rouge,LA,34,M,2,7:26:54,95.83,,,,26239,26814
350,1,92.20%,96.80%,14,7:34:07,M30-39,Arrmon,Abedikichi,Hattiesburg,MS,3.0,1,Hattiesburg,MS,38,M,1,7:11:09,92.73,,,,27247,25869
351,2,89.90%,92.40%,10,7:45:56,M20-29,Brandon,Alverson,Pensacola,FL,1.0,3,Pensacola,FL,27,M,3,7:59:29,89.88,,,,27956,28769
352,3,85.70%,100.00%,1,8:08:53,M30-39,Tim,Parry,Mobile,AL,,15,Mobile,AL,36,M,12,10:23:48,77.39,,,,29333,37428
353,4,83.70%,91.60%,3,8:20:13,M40-49,Madison,Flowers,Arlington,TX,,19,Arlington,TX,43,M,16,10:49:14,79.39,,,,30013,38954
354,5,82.60%,81.80%,6,8:27:04,M30-39,Jeremy,Nicolosi,New Orleans,LA,,20,New Orleans,LA,35,M,17,11:01:43,80.09,,,,30424,39703
355,6,81.90%,97.70%,4,8:31:13,M20-29,Calvin,Vechinski,Huntsville,AL,,5,Huntsville,AL,20,M,5,9:07:17,81.28,,,,30673,32837
356,7,80.00%,85.20%,19,8:43:29,M40-49,Derrick,Baker,Horn Lake,MS,1.0,4,Horn Lake,MS,43,M,4,8:33:01,80.19,,,,31409,30781
357,8,77.50%,84.70%,2,9:00:01,M40-49,Domenick,Risola,Gulf Breeze,FL,,24,Gulf Breeze,FL,48,M,20,11:16:35,72.93,,,,32401,40595
358,9,73.80%,83.20%,150,9:27:24,M50-59,Martin,Schneekloth,Huntsville,AL,,6,Huntsville,AL,50,M,6,9:08:28,74.08,,,,34044,32908
359,10,73.40%,80.40%,3,9:30:38,M30-39,Lance,Johnson,Satsuma,AL,1.0,7,Satsuma,AL,35,M,7,9:10:14,74.63,,,,34238,33014
360,11,72.90%,80.80%,11,9:34:38,M40-49,Robert,Sturgis,Tuscaloosa,AL,1.0,29,Tuscaloosa,AL,47,M,25,11:45:00,71.9,,,,34478,42300
361,12,72.20%,78.50%,26,9:40:08,M40-49,Kevin,Byron,Jonesboro,AR,,27,Jonesboro,AR,45,M,23,11:28:53,71.93,,,,34808,41333
362,13,71.90%,80.20%,29,9:42:47,M50-59,Edward,Sayre,Hattiesburg,MS,5.0,11,Hattiesburg,MS,51,M,10,9:27:38,71.98,,,,34967,34058
363,14,71.60%,64.80%,2,9:44:35,M30-39,John,Herzog,Scott,MS,,28,Scott,MS,37,M,24,11:39:06,68.31,,,,35075,41946
364,15,71.00%,83.20%,8,9:50:06,M50-59,Greg,Sanders,Forest,MS,,26,Forest,MS,59,M,22,11:21:32,70.11,,,,35406,40892
365,16,70.00%,81.30%,20,9:58:27,M40-49,Glen,Longhurst,Maryville,TN,,16,Maryville,TN,46,M,13,10:26:31,67.97,,,,35907,37591
366,17,84.40%,92.80%,23,10:14:13,F30-39,Amanda,Ray,,USA,2.0,12,,,37,F,2,9:34:17,84.94,,,,36853,34457
367,18,67.20%,75.70%,15,10:22:56,M40-49,Brian,Oholendt,Jonesboro,AR,,13,Jonesboro,AR,49,M,11,10:17:47,67.36,,,,37376,37067
368,19,66.60%,66.60%,1,10:28:55,M30-39,Tyler,Wade,Clinton,MS,,25,Clinton,MS,34,M,21,11:19:04,65.04,,,,37735,40744
369,20,66.20%,84.10%,273,10:32:38,M60-69,Mike,Smith,Santa Fe,NM,11.0,17,Santa Fe,NM,64,M,14,10:36:21,66.08,,,,37958,38181
370,21,64.30%,75.60%,5,10:50:55,M40-49,Robert,Wineman,Ridgeland,MS,,10,Ridgeland,MS,48,M,9,9:25:10,66.32,,,,39055,33910
371,22,63.10%,71.60%,31,11:03:11,M50-59,Peter,Lazarus,Mechanicsburg,PA,,18,Mechanicsburg,PA,53,M,15,10:40:23,63.27,,,,39791,38423
372,23,75.50%,77.60%,33,11:26:18,F30-39,Yekaterina,Petrova,Parker,CO,,9,Parker,CO,38,F,1,9:23:28,76.22,,,,41178,33808
373,24,57.30%,78.50%,1,12:10:39,M<20,Vance,Williamson,Laurel,MS,,21,Laurel,MS,16,M,18,11:10:18,60.82,,,,43839,40218
374,25,56.80%,72.00%,5,12:16:42,M50-59,Sid,Bailey,Baton Rouge,LA,,22,Baton Rouge,LA,55,M,19,11:13:50,58.03,,,,44202,40430
375,0,74.80%,92.60%,7,5:23:58,M20-29,Stewart,Johnson,Abilene,TX,,17,Abilene,TX,27,M,9,7:29:24,74.48,,,,19438,26964
376,1,73.00%,73.00%,1,5:31:41,M40-49,Ben,Limon,Lubbock,TX,1.0,19,Lubbock,TX,41,M,11,7:49:09,71.26,,,,19901,28149
377,2,89.50%,100.00%,1,5:33:34,F30-39,Aspen,Egbert,Abilene,TX,,14,Abilene,TX,39,F,7,7:23:43,85.17,,,,20014,26623
378,3,72.10%,,1,5:36:04,M40-49,Aaron,Estrella,Odessa,TX,,15,Odessa,TX,41,M,8,7:27:59,72.43,,,,20164,26879
379,4,87.40%,88.20%,11,5:41:31,F30-39,Kelly,Hall,Abilene,TX,,16,Abilene,TX,39,F,8,7:28:11,86.77,,,,20491,26891
380,5,69.00%,,1,5:50:58,M60-69,Popcorn,Leonard,Midland,TX,,21,Midland,TX,60,M,12,7:58:00,70.98,,,,21058,28680
381,6,79.10%,79.10%,4,6:17:04,F30-39,Crystal,Miller,Lampasas,TX,,13,Lampasas,TX,34,F,6,7:21:45,79.56,,,,22624,26505
382,7,76.30%,83.00%,34,6:31:18,F40-49,Christina,Pierce,Magnolia,TX,,28,Magnolia,TX,43,F,11,9:51:41,75.82,,,,23478,35501
383,8,61.00%,74.50%,3,6:37:15,M30-39,Zach,Daniel,San Angelo,TX,,25,San Angelo,TX,30,M,16,9:05:51,60.66,,,,23835,32751
384,9,60.80%,72.20%,30,6:38:09,M50-59,Keith,Rinehart,North Richland Hills,TX,2.0,22,North Richland Hills,TX,53,M,13,8:21:45,60.96,,,,23889,30105
385,10,73.90%,86.50%,3,6:43:35,F40-49,Jaimey,Sloan Warren,Midland,TX,,20,Midland,TX,42,F,9,7:50:39,74.52,,,,24215,28239
386,11,60.00%,,1,6:43:44,M50-59,John,Brooks,Liberty hill,TX,,2,Liberty Hill,TX,51,M,2,5:27:17,79.81,,,,24224,19637
387,12,73.70%,84.40%,2,6:44:54,F20-29,Emma,Cruz,Houston,TX,,3,Houston,TX,23,F,1,5:58:53,82.46,,,,24294,21533
388,13,58.70%,66.60%,8,6:52:24,M40-49,Bryan,Standley,Austin,TX,,9,Austin,TX,40,M,5,6:55:38,60.92,,,,24744,24938
389,14,55.90%,88.70%,35,7:13:40,M60-69,Richard,Leclercq,Sweetwater,TX,2.0,23,Sweetwater,TX,65,M,14,8:51:29,56.0,,,,26020,31889
390,15,67.80%,73.90%,9,7:20:08,F30-39,Elizabeth,Tanner,Denton,TX,,11,Denton,TX,30,F,5,7:05:58,69.44,,,,26408,25558
391,16,53.70%,,3,7:31:12,M40-49,Hermann,Blancaflor,McKinney,TX,,12,McKinney,TX,47,M,7,7:16:24,58.94,,,,27072,26184
392,17,51.30%,60.20%,11,7:52:19,M40-49,Wid,Keeling,Rising Star,TX,,27,Rising Star,TX,46,M,17,9:48:46,51.65,,,,28339,35326
393,18,62.30%,67.80%,8,7:58:46,F40-49,Michelle,Stiles,Abilene,TX,,30,Abilene,TX,43,F,13,10:22:42,61.8,,,,28726,37362
394,19,61.70%,78.60%,39,8:03:58,F50-59,Kim,Johnson,Richmond,TX,,29,Richmond,TX,57,F,12,9:51:42,61.63,,,,29038,35502
395,20,49.50%,49.30%,14,8:08:54,M30-39,Austin,Dahar,Merkel,TX,1.0,24,Merkel,TX,31,M,15,8:58:51,50.27,,,,29334,32331
396,21,43.20%,,1,9:21:18,M50-59,Dominic,Shaffer,Truth Or Consequences,NM,,31,Truth Or Consequences,NM,54,M,18,10:55:32,46.45,,,,33678,39332
397,0,88.50%,92.40%,14,4:36:54,M30-39,Zachary,Vogt,Hattiesburg,MS,2.0,4,Hattiesburg,MS,35,M,3,4:28:58,88.64,,,,16614,16138
398,1,88.00%,82.90%,7,4:38:13,M30-39,Christopher,Mixon,Jackson,MS,,3,Jackson,MS,33,M,2,4:27:30,88.49,,,,16693,16050
399,2,82.20%,93.60%,25,4:58:02,M50-59,Dominique,Perrier,New Orleans,LA,,5,New Orleans,LA,55,M,4,4:57:14,82.2,,,,17882,17834
400,3,100.00%,100.00%,2,5:01:42,F40-49,Kristin,Wenstrom,Covington,LA,,2,Covington,LA,42,F,1,4:21:17,100.0,,,,18102,15677
401,4,78.60%,88.00%,54,5:11:38,M50-59,Edward,Daly,Natchez,MS,4.0,9,Natchez,MS,55,M,8,5:43:38,78.46,,,,18698,20618
402,5,73.10%,85.30%,12,5:34:54,M40-49,Trey,Weir,Jackson,MS,1.0,19,Jackson,MS,49,M,16,6:16:12,72.52,,,,20094,22572
403,6,72.90%,85.90%,27,5:35:58,M60-69,David,Dutton,Mobile,AL,,44,Mobile,AL,66,M,32,7:52:09,72.16,,,,20158,28329
404,7,71.70%,72.40%,2,5:41:32,M30-39,Dave,McDonald,Mobile,AL,,22,Mobile,AL,34,M,18,6:25:35,69.0,,,,20492,23135
405,8,71.70%,77.60%,31,5:41:46,M30-39,Mark,Edwards,Gallatin,TN,,11,Gallatin,TN,35,M,10,5:46:07,71.64,,,,20506,20767
406,9,70.00%,80.40%,13,5:49:59,M40-49,Warren,Clifton,Lynn Haven,FL,2.0,8,Lynn Haven,FL,49,M,7,5:19:13,70.48,,,,20999,19153
407,10,67.70%,83.00%,22,6:01:39,M50-59,Jeffrey,Bolton,Raymond,MS,1.0,23,Raymond,MS,56,M,19,6:25:37,67.55,,,,21699,23137
408,11,83.20%,89.60%,36,6:02:29,F40-49,Helen,Summerford,Ridgeland,MS,4.0,24,Ridgeland,MS,45,F,5,6:28:21,82.8,,,,21749,23301
409,12,67.30%,95.70%,10,6:04:01,M50-59,David,Simmonds,Ridgeland,MS,,15,Ridgeland,MS,57,M,14,6:03:26,67.3,,,,21841,21806
410,13,82.50%,94.40%,12,6:05:39,F50-59,Pamela,Congemi,New Orleans,LA,,28,New Orleans,LA,53,F,8,6:40:45,81.18,,,,21939,24045
411,14,66.70%,86.40%,6,6:07:31,M30-39,Jonathan,Ray,Clinton,MS,,13,Clinton,MS,32,M,12,5:54:32,67.0,,,,22051,21272
412,15,65.90%,76.00%,9,6:11:28,M40-49,Keith,Carter,Jackson,MS,,18,Jackson,MS,49,M,15,6:16:11,65.86,,,,22288,22571
413,16,80.80%,85.30%,16,6:13:29,F40-49,Tiffany,Green,Ridgeland,MS,1.0,17,Ridgeland,MS,44,F,3,6:11:56,76.87,,,,22409,22316
414,17,80.60%,86.30%,25,6:14:07,F30-39,Kara,Hankins,Brandon,MS,1.0,16,Brandon,MS,37,F,2,6:03:45,80.3,,,,22447,21825
415,18,78.20%,81.90%,4,6:25:45,F40-49,Abby,Darrah,Ocean Springs,MS,,25,Ocean Springs,MS,40,F,6,6:28:58,76.0,,,,23145,23338
416,19,78.00%,,1,6:26:44,F30-39,Alexandra,Eslava,Daphne,AL,,36,Daphne,AL,35,F,12,7:04:56,69.75,,,,23204,25496
417,20,60.00%,73.00%,19,6:48:35,M30-39,Taylor,Hankins,Brandon,MS,,14,Brandon,MS,39,M,13,6:01:04,60.34,,,,24515,21664
418,21,59.30%,,1,6:52:52,M20-29,Joseph,Battaglia,Metairie,LA,,6,Metairie,LA,26,M,5,5:03:09,70.09,,,,24772,18189
419,22,59.20%,,1,6:53:50,M30-39,Adam,Rowell,Moselle,MS,,42,Moselle,MS,38,M,30,7:48:51,55.73,,,,24830,28131
420,23,59.10%,78.60%,47,6:54:49,M60-69,Randy,West,mobile,AL,6.0,48,mobile,AL,65,M,34,8:29:02,58.82,,,,24889,30542
421,24,71.50%,78.50%,31,7:02:11,F50-59,Elizabeth,McClain,Franklin,TN,,35,Franklin,TN,50,F,11,7:01:31,71.16,,,,25331,25291
422,25,56.80%,71.80%,23,7:11:38,M50-59,Jimmy,Giles,Madison,MS,5.0,62,Madison,MS,56,M,44,9:51:59,56.11,,,,25898,35519
423,26,54.50%,70.40%,5,7:29:17,M40-49,Dusty,Sherrell,Moss Point,MS,4.0,40,Moss Point,MS,42,M,28,7:40:41,54.3,,,,26957,27641
424,27,53.20%,57.20%,3,7:40:05,M40-49,Matthew,Shidler,Diberville,MS,,34,Diberville,MS,40,M,24,6:56:06,54.66,,,,27605,24966
425,28,65.00%,72.60%,9,7:44:04,F40-49,Christy,Clifton,panama city,FL,3.0,50,panama city,FL,49,F,15,8:35:29,63.58,,,,27844,30929
426,29,52.40%,76.50%,19,7:47:28,M60-69,Bobby,Graham,Jackson,MS,2.0,41,Jackson,MS,64,M,29,7:44:32,52.41,,,,28048,27872
427,30,62.40%,73.70%,5,8:03:38,F50-59,Tiffany,Austin,Vicksburg,MS,,45,Vicksburg,MS,52,F,13,7:52:29,56.28,,,,29018,28349
428,31,49.80%,,3,8:12:04,M20-29,Cole,Williams,Jackson,MS,,49,Jackson,MS,29,M,35,8:35:03,49.23,,,,29524,30903
429,32,49.60%,69.50%,196,8:13:45,M60-69,Steve,Burgess,Ridgeland,MS,7.0,58,Ridgeland,MS,67,M,41,8:56:07,49.57,,,,29625,32167
430,33,48.10%,52.70%,5,8:29:09,M40-49,Robert,Maze,Water Valley,MS,,63,Water Valley,MS,47,M,45,9:59:08,46.91,,,,30549,35948
431,34,57.80%,64.10%,1,8:42:09,F40-49,Sarah,Armitage,Rome,NY,1.0,51,Rome,NY,46,F,16,8:36:25,54.19,,,,31329,30985
432,0,78.70%,93.60%,13,11:50:04,M30-39,Will,Bryant,Burleson,TX,,5,Burleson,TX,30,M,4,14:13:28,78.93,,,,42604,51208
433,1,75.10%,80.30%,14,12:24:24,M40-49,Tom,Elliott,Midland,TX,1.0,1,Midland,TX,41,M,1,12:25:28,76.86,,,,44664,44728
434,2,72.30%,75.00%,22,12:53:01,M30-39,Matthew,Kimbrough,Abilene,TX,2.0,7,Abilene,TX,34,M,6,15:52:03,72.56,,,,46381,57123
435,3,71.60%,,6,13:00:34,M40-49,Thomas,Mott,Marble falls,TX,,8,Marble Falls,TX,42,M,7,16:29:21,72.14,,,,46834,59361
436,4,70.10%,81.40%,4,13:17:23,M20-29,Victor,Flores,Monahans,TX,,14,Monahans,TX,28,M,13,18:38:11,69.4,,,,47843,67091
437,5,69.50%,75.80%,10,13:24:17,M40-49,Tristan,Lee,TUCSON,AZ,,2,Tucson,AZ,42,M,2,12:33:17,72.44,,,,48257,45197
438,6,68.50%,73.10%,8,13:35:54,M40-49,Abraham,Bejil,Midland,TX,,6,Midland,TX,42,M,5,15:52:03,69.59,,,,48954,57123
439,7,75.80%,79.30%,7,14:17:55,F40-49,Lena,Goodon,Sierra Vista,AZ,,4,Sierra Vista,AZ,43,F,1,13:37:22,78.83,,,,51475,49042
440,8,64.20%,83.60%,73,14:30:17,M50-59,Mark,Huteson,Irving,TX,4.0,12,Irving,TX,59,M,11,18:02:54,64.28,,,,52217,64974
441,9,58.90%,86.90%,3,15:49:22,M30-39,Roddy,Castillo,San Angelo,TX,,19,San Angelo,TX,30,M,17,19:46:04,59.87,,,,56962,71164
442,10,58.40%,74.50%,11,15:57:00,M50-59,Aldo,Castellari,Houston,TX,,3,Houston,TX,51,M,3,12:58:05,61.8,,,,57420,46685
443,11,58.40%,86.20%,106,15:57:10,M60-69,Kent,Fish,San Angelo,TX,4.0,11,San Angelo,TX,69,M,10,18:02:53,58.49,,,,57430,64973
444,12,57.60%,69.10%,4,16:10:08,M20-29,Kelvin,Ngo,SAN ANTONIO,TX,1.0,9,San Antonio,TX,24,M,8,17:01:20,60.68,,,,58208,61280
445,13,66.40%,66.40%,1,16:18:47,F40-49,Lucie,Jenkins,San Angelo,TX,,20,San Angelo,TX,42,F,3,21:35:11,64.78,,,,58727,77711
446,14,57.10%,64.30%,8,16:19:39,M40-49,Robert,Nelson,San Angelo,TX,,15,San Angelo,TX,44,M,14,18:48:32,58.05,,,,58779,67712
447,15,65.00%,72.30%,21,16:41:14,F50-59,Pamela,Kent,Sanger,TX,,17,Sanger,TX,56,F,2,19:40:44,64.72,,,,60074,70844
448,16,55.00%,65.40%,71,16:55:37,M50-59,Cliff,De La Cerda,San Angelo,TX,4.0,13,San Angelo,TX,53,M,12,18:02:55,55.22,,,,60937,64975
449,0,96.40%,99.90%,5,5:10:14,M40-49,Joe,Lyons,Webster Groves,MO,1.0,1,Webster Groves,MO,40,M,1,5:09:52,97.03,,,,18614,18592
450,1,89.80%,94.40%,1,5:33:08,M20-29,Tim,Fagan,St. Louis,MO,,8,St. Louis,MO,28,M,7,6:29:43,84.66,,,,19988,23383
451,2,86.20%,93.70%,5,5:47:10,M20-29,Russell,Gartner,Hot Springs,AR,,4,Hot Springs,AR,22,M,4,5:57:20,85.15,,,,20830,21440
452,3,82.20%,91.30%,16,6:04:02,M40-49,Chris,Lyle,Cave Springs,AR,3.0,3,Cave Springs,AR,46,M,3,5:43:31,83.22,,,,21842,20611
453,4,79.20%,71.70%,6,6:17:43,M30-39,Michael,Clayton,Mountain Home,AR,,9,Mountain Home,AR,32,M,8,6:42:12,78.9,,,,22663,24132
454,5,77.60%,80.50%,11,6:25:49,M30-39,Patrick,Fagan,Saint Louis,MO,,7,Saint Louis,MO,36,M,6,6:29:43,77.72,,,,23149,23383
455,6,73.80%,83.30%,16,6:45:28,M40-49,Paul,Gigliotti,Mountain Home,AR,,10,Mountain Home,AR,43,M,9,7:08:38,72.86,,,,24328,25718
456,7,87.10%,95.80%,3,6:46:57,F40-49,Jennifer,Arrowsmith,San Diego,CA,,13,San Diego,CA,46,F,2,7:12:01,86.69,,,,24417,25921
457,8,64.30%,83.40%,26,7:45:36,M50-59,Thomas,Pastore,La Jolla,CA,,14,La Jolla,CA,58,M,12,7:49:00,64.33,,,,27936,28140
458,9,63.00%,75.00%,5,7:54:50,M40-49,John,Charles,Winona,MO,,12,Winona,MO,41,M,11,7:11:17,64.48,,,,28490,25877
459,10,69.60%,80.60%,9,8:29:35,F40-49,Laura,Peckham,Lone Jack,MO,1.0,15,Lone Jack,MO,43,F,3,8:00:15,70.29,,,,30575,28815
460,11,63.20%,78.00%,27,9:20:35,F50-59,Lori,Dather,Conway,AR,,24,Conway,AR,56,F,4,9:35:40,62.9,,,,33635,34540
461,12,52.30%,54.90%,1,9:31:58,M30-39,Drew,Van Es,Russellville,AR,,18,Russellville,AR,34,M,15,8:23:56,56.9,,,,34318,30236
462,13,61.70%,76.80%,20,9:34:52,F60-69,Bea,Mickelson,Hot Springs,AR,,27,Hot Springs,AR,60,F,7,10:48:09,61.44,,,,34492,38889
463,14,58.50%,87.70%,76,10:05:36,F60-69,Mary,McDonald,Conway,AR,3.0,25,Conway,AR,69,F,5,9:52:32,58.48,,,,36336,35552
464,0,98.40%,,1,4:30:48,M40-49,Mike,Hadley,Las Vegas,NV,,16,Las Vegas,NV,41,M,13,5:48:18,90.5,,,,16248,20898
465,1,96.90%,100.00%,4,4:35:03,M30-39,Matt,Mangen,Evergreen,CO,,4,Evergreen,CO,39,M,4,5:18:21,95.57,,,,16503,19101
466,2,85.40%,95.40%,4,5:11:57,M30-39,Isaac,Glenn,Spruce Pine,NC,,68,Spruce Pine,NC,35,M,45,8:00:25,80.3,,,,18717,28825
467,3,82.50%,86.70%,10,5:22:50,M30-39,Dan,Ruch,St. George,UT,,2,St. George,UT,36,M,2,4:54:48,83.9,,,,19370,17688
468,4,81.00%,85.40%,6,5:29:08,M30-39,Zach,Holt,St. George,UT,1.0,7,St. George,UT,36,M,7,5:27:42,81.93,,,,19748,19662
469,5,97.90%,97.40%,5,5:37:31,F30-39,Sarah,Skeem,St George,UT,1.0,9,St George,UT,39,F,1,5:31:39,98.28,,,,20251,19899
470,6,78.80%,85.80%,18,5:37:57,M30-39,Chris,Zastawniak,Las Vegas,NV,,49,Las Vegas,NV,39,M,39,7:20:14,78.1,,,,20277,26414
471,7,77.30%,73.90%,8,5:44:33,M20-29,Tyler,Marshall,Orem,UT,1.0,8,Orem,UT,25,M,8,5:30:19,78.42,,,,20673,19819
472,8,76.80%,81.80%,6,5:46:47,M30-39,Robert,Lund,Saratoga Springs,UT,,5,Saratoga Springs,UT,32,M,5,5:23:14,78.57,,,,20807,19394
473,9,76.60%,77.80%,5,5:47:39,M20-29,Alexander,Kelly,South Jordan,UT,1.0,3,South Jordan,UT,26,M,3,5:09:39,79.35,,,,20859,18579
474,10,75.70%,85.70%,24,5:52:06,M40-49,Steve,Somers,Draper,UT,,13,Draper,UT,44,M,11,5:46:02,75.97,,,,21126,20762
475,11,75.30%,81.20%,1,5:54:04,M30-39,Michael,McDonald,Lehi,UT,,21,Lehi,UT,35,M,17,6:07:41,70.45,,,,21244,22061
476,12,74.40%,85.70%,26,5:58:07,M50-59,Eric,Lewis,Cedar City,UT,4.0,17,Cedar City,UT,50,M,14,5:48:22,74.7,,,,21487,20902
477,13,74.30%,,1,5:58:39,M50-59,Kraig,Packer,Provo,UT,,6,Provo,UT,57,M,6,5:26:13,81.25,,,,21519,19573
478,14,74.00%,77.30%,16,6:00:18,M40-49,Aaron,Jensen,Spanish Fork,UT,,20,Spanish Fork,UT,44,M,16,5:52:28,70.87,,,,21618,21148
479,15,72.30%,73.70%,3,6:08:31,M40-49,Brian,Yowler,Beaver Falls,PA,,76,Beaver Falls,PA,48,M,49,8:29:48,68.33,,,,22111,30588
480,16,72.30%,82.80%,122,6:08:43,M60-69,Tom,Remkes,Ogden,UT,,73,Ogden,UT,60,M,47,8:24:23,72.14,,,,22123,30263
481,17,89.10%,96.30%,30,6:10:55,F40-49,Jessi,Morton-Langehaug,Sandy,UT,3.0,11,Sandy,UT,43,F,2,5:41:22,89.37,,,,22255,20482
482,18,69.90%,73.30%,14,6:21:20,M40-49,Jason,Edwards,Kaysville,UT,,12,Kaysville,UT,43,M,10,5:43:48,70.79,,,,22880,20628
483,19,86.60%,90.50%,11,6:21:40,F30-39,Cera,Edgley,Washington,UT,5.0,64,Washington,UT,37,F,22,7:53:28,85.22,,,,22900,28408
484,20,69.60%,76.80%,14,6:22:36,M40-49,Bryan,Brady,Syracuse,UT,,28,Syracuse,UT,44,M,24,6:29:03,69.92,,,,22956,23343
485,21,86.20%,83.00%,5,6:23:37,F30-39,Laura,Hall,Eagle mountain,UT,1.0,18,Eagle Mountain,UT,37,F,4,5:49:17,89.39,,,,23017,20957
486,22,85.50%,89.90%,3,6:26:38,F30-39,Mckell,Nielsen,Saint George,UT,,15,Saint George,UT,32,F,3,5:48:06,87.94,,,,23198,20886
487,23,68.80%,77.20%,32,6:27:23,M40-49,Shane,Harrison,Provo,UT,,54,Provo,UT,49,M,40,7:37:02,68.6,,,,23243,27422
488,24,67.90%,72.70%,4,6:32:41,M30-39,Jordan,Smith,LOGAN,UT,,31,Logan,UT,38,M,26,6:33:34,68.42,,,,23561,23614
489,25,82.60%,89.70%,21,6:40:21,F40-49,Melanie,Orrock,Orem,UT,,59,Orem,UT,48,F,17,7:52:34,82.0,,,,24021,28354
490,26,66.40%,64.40%,13,6:41:30,M40-49,Randall,Hinton,Hurricane,UT,4.0,35,Hurricane,UT,44,M,28,6:43:29,66.72,,,,24090,24209
491,27,66.20%,77.30%,2,6:42:21,M30-39,Brock,Best,Lehi,UT,,43,Lehi,UT,37,M,33,7:02:51,66.83,,,,24141,25371
492,28,65.40%,70.90%,15,6:47:43,M20-29,John,Robbins,Vineyard,UT,,10,Vineyard,UT,25,M,9,5:39:31,66.56,,,,24463,20371
493,29,64.90%,75.70%,4,6:50:36,M40-49,Jeff,Chase,Salem,UT,,14,Salem,UT,43,M,12,5:47:28,68.47,,,,24636,20848
494,30,80.40%,71.20%,8,6:51:06,F40-49,Bre,Carter,Heber,UT,,60,Heber,UT,40,F,18,7:52:35,79.27,,,,24666,28355
495,31,64.40%,68.50%,2,6:53:44,M40-49,Mark,Bentley,St. George,UT,,36,St. George,UT,44,M,29,6:43:31,66.7,,,,24824,24211
496,32,79.90%,94.70%,30,6:53:44,F50-59,Kathryn,Schmidt,Salt Lake City,UT,,42,Salt Lake City,UT,55,F,10,7:01:30,79.85,,,,24824,25290
497,33,64.20%,66.30%,6,6:55:05,M30-39,Brad,Mears,North Ogden,UT,1.0,26,North Ogden,UT,33,M,22,6:21:27,65.8,,,,24905,22887
498,34,64.00%,93.80%,5,6:56:31,M50-59,Matt,Fletcher,Salt Lake City,UT,,47,Salt Lake City,UT,54,M,37,7:18:20,64.25,,,,24991,26300
